name,tier1_aroma,tier2_taste,tier3_mouthfeel,leaves,sources,key_pairings,pairing_principles,chemistry_notes
blueberry,fruity,sweet,,fruity|blueberry|sweet|jammy|floral|fresh,curated-2026;tgsc;chem-lit,cane sugar|lemon juice|cinnamon|whipped cream,linalool-leaning berry; lemon and cinnamon lift it,"dominant=(E)-2-hexenal, linalool, esters; CIDs: (e)-2-hexenal=5281168, linalool=6549"
fig,fruity,sweet,,fruity|fig|green|jammy|honey|sweet,curated-2026;tgsc;chem-lit,goat cheese|white balsamic vinegar|walnut oil|brandy,green-honey jam profile; the goat-cheese/balsamic/nut triangle,"dominant=benzaldehyde, (E)-2-hexenal, linalool; CIDs: (e)-2-hexenal=5281168, benzaldehyde=240, linalool=6549"
date,fruity,sweet,,fruity|date|caramel|sweet|deep|honey,curated-2026;tgsc;chem-lit,cane sugar|cinnamon|tahini|walnut oil,caramel-furanone sweetness; pairs with tahini and warm spice,"dominant=furanones, 5-HMF, caramel volatiles"
pomegranate,fruity,sour|astringent|sweet,juicy,fruity|pomegranate|tart|tannic|fresh|berry,curated-2026;tgsc;chem-lit,lemon juice|cane sugar|mint|walnut oil,tannin astringency + tart-sweet; the Levantine herb/nut partner,"dominant=ellagitannins (astringency), anthocyanins, pinene"
passion fruit,fruity,sour|sweet,,fruity|passionfruit|tropical|tart|sulfury|floral,curated-2026;tgsc;chem-lit,cane sugar|lime juice|mangoe|coconut cream,sulfur-ester tropical bomb; tames into cream and coconut,"dominant=passion-fruit esters (ethyl hexanoate), sulfur thiols"
potato,woody,umami,,earthy|potato|starchy|nutty|mild|savory,curated-2026;tgsc;chem-lit,chicken stock|cream of celery soup|sweet butter|cream of mushroom soup,methional + pyrazines; a neutral starchy umami carrier,"dominant=methional, pyrazines, 2-acetyl-1-pyrroline; CIDs: 2-acetyl-1-pyrroline=522834, methional=18635"
sweet potato,woody,sweet,,sweet|earthy|caramel|nutty|maple|root,curated-2026;tgsc;chem-lit,cinnamon|nutmeg|golden brown sugar|pumpkin pie spice,maltol sweetness; the warm-spice and brown-sugar partner,"dominant=maltol, beta-ionone, methional; CIDs: maltol=8369, methional=18635"
carrot,woody,sweet,crunchy,sweet|earthy|carrot|terpene|root|green,curated-2026;tgsc;chem-lit,chicken stock|baby carrot|onion|butternut squash,carotene-derived terpenes + sugars; mirepoix base with onion and celery,"dominant=beta-carotene, terpinolene, caryophyllene"
celery,green,,crisp,green|celery|herbal|peppery|fresh|aromatic,curated-2026;tgsc;chem-lit,celery salt|chicken stock|onion|carrot,phthalides give the savory-green note; the third leg of mirepoix,"dominant=3-butylphthalide, limonene, beta-selinene; CIDs: limonene=22311"
cucumber,green,,crisp,green|cucumber|fresh|melon|watery|cooling,curated-2026;tgsc;chem-lit,dill|rice vinegar|greek yogurt|mint,nonadienal gives the clean cooling note; dill and yogurt are classic,"dominant=(E,Z)-2,6-nonadienal, (E)-2-nonenal; CIDs: (e)-2-nonenal=5283335, (e,z)-2,6-nonadienal=643731"
tzatziki,green,sour|umami,smooth,,curated-2026;tgsc;composite,greek yogurt|cucumber|dill|garlic,yogurt + cucumber + garlic + dill + lemon,confidence=medium (composite)
aioli,fatty,umami|sour,smooth,,curated-2026;tgsc;composite,garlic|extra-virgin olive oil|lemon juice|egg yolk,garlic emulsified into oil and egg yolk,confidence=medium (composite)
almond,fatty,sweet|bitter,crunchy,nutty|almond|marzipan|sweet|benzaldehyde|woody,curated-2026;tgsc;chem-lit,almond extract|cane sugar|cherry pie filling|white chocolate,benzaldehyde marzipan note; the cherry and stone-fruit partner,"dominant=benzaldehyde, hexanal; CIDs: benzaldehyde=240"
hazelnut,fatty,sweet,crunchy,nutty|hazelnut|roasted|sweet|praline|woody,curated-2026;tgsc;chem-lit,milk chocolate|espresso powder|cane sugar|golden brown sugar,filbertone + pyrazines; the chocolate-coffee praline axis,"dominant=filbertone, pyrazines"
walnut,fatty,bitter,crunchy,nutty|walnut|woody|bitter|earthy|tannic,curated-2026;tgsc;chem-lit,walnut oil|goat cheese|cane sugar|coffee liqueur,tannic-bitter nut; pairs with blue/goat cheese and figs,"dominant=juglone, (E,E)-2,4-decadienal, pyrazines; CIDs: (e,e)-2,4-decadienal=5283349"
pecan,fatty,sweet,crunchy,nutty|pecan|buttery|sweet|maple|roasted,curated-2026;tgsc;chem-lit,golden brown sugar|caramel sauce|bourbon|sweet butter,buttery sweet nut; the caramel/bourbon/maple partner,"dominant=pyrazines, hexanal"
pistachio,fatty,sweet,crunchy,nutty|pistachio|green|sweet|buttery|resinous,curated-2026;tgsc;chem-lit,cane sugar|white chocolate|cardamom|mascarpone cheese,green-sweet nut; the cardamom/rose dessert axis,"dominant=terpenes, pyrazines"
cashew,fatty,sweet,crunchy,nutty|cashew|buttery|mild|sweet|creamy,curated-2026;tgsc;chem-lit,coconut cream|cane sugar|curry|red curry,mild buttery nut; thickens curries and sweets,"dominant=hexanal, pyrazines"
macadamia,fatty,sweet,crunchy,nutty|macadamia|buttery|rich|sweet|coconut,curated-2026;tgsc;chem-lit,white chocolate|cane sugar|coconut cream|caramel sauce,lactone-rich buttery nut; coconut and white chocolate partner,"dominant=lactones, hexanal"
chestnut,fatty,sweet,,nutty|chestnut|sweet|starchy|earthy|woody,curated-2026;tgsc;chem-lit,sweet butter|brandy|cane sugar|sage,starchy-sweet nut; the brown-butter and sage partner,"dominant=furans, pyrazines"
pumpkin seed,fatty,bitter|umami,crunchy,nutty|green|roasted|earthy|seed|oily,curated-2026;tgsc;chem-lit,pumpkin puree|pumpkin pie spice|cane sugar|chili powder,roasted green-seed note; the squash and chile partner,"dominant=pyrazines, hexanal"
hemp seed,fatty,bitter,crunchy,nutty|green|grassy|hemp|seed|earthy,curated-2026;tgsc;chem-lit,almond milk|flaxseed|soymilk|nutritional yeast,grassy omega-rich seed; folds into plant-milk and vegan bases,"dominant=omega fatty acids, hexanal"
chia seed,fatty,,,mild|nutty|seed|neutral|earthy|oily,curated-2026;tgsc;chem-lit,almond milk|flaxseed|coconut sugar|soymilk,near-neutral gelling seed; a textural carrier in plant bases,"dominant=alpha-linolenic acid, neutral volatiles"
rose,floral,sweet|astringent,,floral|rose|sweet|fresh|honey|geranium,curated-2026;tgsc;chem-lit,cardamom|cane sugar|white chocolate|lemon juice,citronellol/geraniol + damascenone; the cardamom/pistachio dessert axis,"dominant=citronellol, geraniol, rose oxide, beta-damascenone; CIDs: beta-damascenone=5366074, citronellol=8842, geraniol=637566"
lavender,floral,bitter,,floral|lavender|herbal|camphor|sweet|fresh,curated-2026;tgsc;chem-lit,cane sugar|lemon juice|blueberry|cardamom,"linalool/linalyl acetate; honey, lemon and berry are foils","dominant=linalool, linalyl acetate, camphor; CIDs: camphor=2537, linalool=6549, linalyl acetate=8294"
jasmine,floral,bitter,,floral|jasmine|sweet|green|indolic|tea,curated-2026;tgsc;chem-lit,cane sugar|simple syrup|rice noodle|coconut cream,indole-jasmone heady floral; scents rice and sweets,"dominant=benzyl acetate, linalool, indole, jasmone; CIDs: benzyl acetate=8785, indole=798, jasmone=1549018, linalool=6549"
orange blossom,floral,sweet|bitter,,floral|orange blossom|citrus|sweet|honey|neroli,curated-2026;tgsc;chem-lit,orange|cane sugar|simple syrup|almond extract,neroli floral-citrus; almond and honey partner in pastry,"dominant=linalool, nerolidol, methyl anthranilate; CIDs: linalool=6549, methyl anthranilate=8635"
elderflower,floral,sweet,,floral|elderflower|muscat|sweet|fresh|honey,curated-2026;tgsc;chem-lit,lemon juice|gin|simple syrup|cane sugar,muscat-rose-oxide floral; the gin and lemon cordial axis,"dominant=cis-rose oxide, linalool, nerol; CIDs: linalool=6549"
hibiscus,fruity,sour|astringent,,floral|tart|cranberry|fruity|red|fresh,curated-2026;tgsc;chem-lit,lemon juice|cane sugar|cranberry juice|simple syrup,organic-acid tartness + anthocyanin color; a cranberry-like cooler,"dominant=citric & malic acids, anthocyanins"
chamomile,floral,bitter|sweet,,floral|chamomile|herbal|apple|hay|sweet,curated-2026;tgsc;chem-lit,cane sugar|lemon juice|lavender|simple syrup,bisabolol + chamazulene; apple-hay floral for teas and syrups,"dominant=bisabolol, chamazulene, angelic-acid esters; CIDs: bisabolol=10586, chamazulene=10719"
red bell pepper,fruity,sweet,crunchy,green|pepper|sweet|fresh|vegetal|grassy,curated-2026;tgsc;chem-lit,extra-virgin olive oil|onion|tomato|garlic,pyrazine green-sweet note; roasts into romesco and sofrito,"dominant=2-isobutyl-3-methoxypyrazine, beta-ionone"
zucchini,green,,,green|squash|mild|fresh|vegetal|grassy,curated-2026;tgsc;chem-lit,extra-virgin olive oil|garlic|tomato|parmesan,"mild green squash; a neutral carrier for oil, garlic and cheese","dominant=(E,Z)-2,6-nonadienal, hexanal; CIDs: (e,z)-2,6-nonadienal=643731"
eggplant,green,bitter|umami,,green|earthy|mild|vegetal|bitter|smoky,curated-2026;tgsc;chem-lit,extra-virgin olive oil|garlic|tomato|marinara sauce,sponge-like; grills to a smoky guaiacol note,"dominant=phenolics, guaiacol (grilled); CIDs: guaiacol=460"
asparagus,green,umami|bitter,,green|asparagus|sulfury|fresh|vegetal|grassy,curated-2026;tgsc;chem-lit,extra-virgin olive oil|parmesan|lemon juice|egg yolk,sulfur volatiles + glutamate; the lemon-butter-egg partner,"dominant=dimethyl sulfide, asparagusic acid, methanethiol"
avocado,fatty,,smooth,fatty|green|buttery|grassy|mild|creamy,curated-2026;tgsc;chem-lit,lime juice|cilantro|tomato|serrano pepper,buttery fat + green hexenal; the lime/cilantro/chile axis,"dominant=fatty acids, (E)-2-hexenal; CIDs: (e)-2-hexenal=5281168"
guacamole,green,sour|umami,smooth,,curated-2026;tgsc;composite,avocado|lime juice|cilantro|onion,avocado + lime + cilantro + onion + chile,confidence=medium (composite)
romesco,fruity,umami|sour,smooth,,curated-2026;tgsc;composite,red bell pepper|almond|extra-virgin olive oil|sherry vinegar|garlic,roasted pepper + almond + nut + garlic + vinegar,confidence=medium (composite)
star anise,woody,sweet|spicy,,anise|licorice|sweet|woody|warm|spicy,curated-2026;tgsc;chem-lit,cinnamon|clove|fennel seed|soya sauce,trans-anethole; the five-spice and braise partner,"dominant=trans-anethole, foeniculin; CIDs: anethole=637563"
anise seed,green,sweet,crunchy,anise|licorice|sweet|fresh|green|spicy,curated-2026;tgsc;chem-lit,fennel seed|star anise|cane sugar|brandy,anethole sweet-licorice; baking and liqueur partner,"dominant=anethole, estragole; CIDs: anethole=637563, estragole=8815"
mace,woody,spicy|bitter,,warm|woody|nutmeg|sweet|spicy|delicate,curated-2026;tgsc;chem-lit,nutmeg|cinnamon|clove|pumpkin pie spice,the nutmeg aril - same myristicin but finer and brighter,"dominant=myristicin, sabinene; CIDs: myristicin=4276, sabinene=18818"
juniper berry,woody,bitter,,pine|resinous|woody|gin|fresh|green,curated-2026;tgsc;chem-lit,gin|rosemary|bay leaf|pork loin,pinene resin; the gin and game-meat partner,"dominant=alpha-pinene, myrcene, sabinene; CIDs: alpha-pinene=6654, sabinene=18818"
sumac,fruity,sour|astringent,powdery,tart|lemon|fruity|astringent|red|earthy,curated-2026;tgsc;chem-lit,lemon juice|extra-virgin olive oil|sesame|onion,malic-acid tartness; the za'atar and Levantine partner,"dominant=malic acid, tannins"
paprika,woody,sweet|pungent,powdery,sweet|pepper|smoky|warm|red|earthy,curated-2026;tgsc;chem-lit,chili powder|cayenne pepper|onion powder|garlic,sweet capsicum color + mild warmth; the rub and stew partner,"dominant=capsanthin (color), carotenoids; CIDs: capsanthin=5281228"
smoked paprika,woody,sweet|bitter,powdery,smoky|sweet|pepper|wood|warm|earthy,curated-2026;tgsc;chem-lit,paprika|chorizo sausage|garlic|onion,guaiacol smoke over sweet capsicum; the chorizo and bean partner,"dominant=guaiacol, capsanthin; CIDs: capsanthin=5281228, guaiacol=460"
turmeric,woody,bitter|pungent,powdery,earthy|woody|bitter|ginger|musty|warm,curated-2026;tgsc;chem-lit,cumin powder|coriander powder|ginger paste|garam masala,turmerone earthy-bitter + curcumin color; the masala base,"dominant=curcumin (color), turmerone, ar-turmerone; CIDs: curcumin=969516"
saffron,floral,bitter,,floral|hay|honey|saffron|metallic|earthy,curated-2026;tgsc;chem-lit,long-grain rice|mussel|white fish|chicken stock,"safranal hay-floral; the paella, risotto and bouillabaisse partner","dominant=safranal, picrocrocin, crocin (color); CIDs: safranal=61041"
nigella seed,woody,bitter,crunchy,nutty|peppery|oregano|onion|toasted|seed,curated-2026;tgsc;chem-lit,fennel seed|fenugreek|black mustard seed|curry,thymoquinone peppery-toasted seed; naan and panch phoron partner,"dominant=thymoquinone, p-cymene; CIDs: thymoquinone=10281"
celery seed,green,bitter,crunchy,celery|herbal|warm|bitter|seed|aromatic,curated-2026;tgsc;chem-lit,celery salt|caraway seed|mustard seed|cider vinegar,"concentrated phthalide; the pickle, slaw and bloody-mary partner","dominant=3-butylphthalide, limonene, sedanolide; CIDs: limonene=22311"
galangal,woody,spicy|pungent,,ginger|pine|citrus|sharp|woody|medicinal,curated-2026;tgsc;chem-lit,lemongrass|red curry|unsweetened coconut milk|ginger paste,piney sharper cousin of ginger; the Thai curry trinity with lemongrass,"dominant=galangal acetate, 1,8-cineole; CIDs: 1,8-cineole=2758"
horseradish,green,pungent,,pungent|sharp|sinus|mustard|sulfurous|hot,curated-2026;tgsc;chem-lit,beef stock|low-fat sour cream|mustard powder|crabmeat,isothiocyanate sinus-heat; the roast-beef and seafood partner,dominant=allyl isothiocyanate; CIDs: allyl isothiocyanate=5971
wasabi,green,pungent,,pungent|sharp|sinus|mustard|green|hot,curated-2026;tgsc;chem-lit,soya sauce|rice vinegar|mirin|dark sesame oil,isothiocyanate heat that fades fast; the sushi partner,"dominant=allyl isothiocyanate, 6-MITC; CIDs: allyl isothiocyanate=5971"
pink peppercorn,fruity,sweet|pungent,,fruity|pepper|sweet|piney|floral|resinous,curated-2026;tgsc;chem-lit,black peppercorn|coriander seed|gin|strawberry,sweet-resinous mild pepper; pairs with berries and gin,"dominant=alpha-phellandrene, pinene"
sichuan peppercorn,woody,spicy|pungent,,citrus|numbing|woody|pepper|floral|tingly,curated-2026;tgsc;chem-lit,chili oil|dark sesame oil|soya sauce|star anise,sanshool tingle (not capsaicin heat); the mala partner with chile,"dominant=hydroxy-alpha-sanshool (tingling), limonene; CIDs: hydroxy-alpha-sanshool=10084135, limonene=22311"
vanilla,woody,sweet,,sweet|vanilla|creamy|balsamic|woody|floral,curated-2026;tgsc;chem-lit,cane sugar|whipped cream|white chocolate|condensed milk,vanillin balsamic-sweet; the universal dessert rounding note,"dominant=vanillin, p-hydroxybenzaldehyde; CIDs: benzaldehyde=240, vanillin=1183"
annatto,woody,bitter,powdery,earthy|peppery|nutty|sweet|red|musky,curated-2026;tgsc;chem-lit,long-grain rice|chorizo sausage|adobo sauce|garlic,peppery-earthy seed prized for orange color; the Latin and Filipino partner,"dominant=bixin (color), geranylgeraniol; CIDs: bixin=5281226, geraniol=637566"
shallot,green,pungent|sweet,,onion|sweet|sharp|delicate|savory|green,curated-2026;tgsc;chem-lit,extra-virgin olive oil|sherry vinegar|champagne vinegar|walnut oil,delicate sweet allium; the vinaigrette and pan-sauce base,"dominant=disulfides, propanethial"
leek,green,sweet|umami,,onion|sweet|mild|green|savory|delicate,curated-2026;tgsc;chem-lit,chicken stock|butternut squash|extra-virgin olive oil|potato,mild sweet allium; the potato-leek and braise partner,dominant=disulfides (mild allium)
scallion,green,pungent,,onion|fresh|green|sharp|sweet|grassy,curated-2026;tgsc;chem-lit,soya sauce|dark sesame oil|ginger paste|garlic,fresh raw allium; the East-Asian finishing partner,"dominant=disulfides, thiosulfinates"
fennel,green,sweet,crisp,anise|sweet|green|licorice|fresh|crisp,curated-2026;tgsc;chem-lit,extra-virgin olive oil|orange|italian sausage|parmesan,"anethole bulb; the citrus, sausage and shaved-salad partner","dominant=anethole, fenchone, estragole; CIDs: anethole=637563, estragole=8815, fenchone=14525"
cauliflower,green,umami,,green|nutty|sulfurous|mild|vegetal|earthy,curated-2026;tgsc;chem-lit,cheddar cheese soup|broccoli floret|extra-virgin olive oil|turmeric,"glucosinolate nutty-sulfur; roasts sweet, the cheese-sauce partner","dominant=glucosinolates, dimethyl trisulfide"
harissa,fruity,spicy|sour,smooth,,curated-2026;tgsc;composite,paprika|cumin powder|garlic|extra-virgin olive oil|coriander seed,chile + cumin + caraway + garlic in oil,confidence=medium (composite)
salsa verde,green,sour|pungent,oily,,curated-2026;tgsc;composite,flat-leaf parsley|extra-virgin olive oil|garlic|cider vinegar,parsley + caper + anchovy + garlic in oil,confidence=medium (composite)
pineapple,fruity,sweet|sour,juicy,fruity|pineapple|tropical|sweet|tart|sulfury,curated-2026;tgsc;chem-lit,cane sugar|coconut cream|golden brown sugar|ginger paste,ester-furaneol tropical; bromelain and brown-sugar partner,"dominant=methyl/ethyl esters, furaneol; CIDs: furaneol=19309"
mango,fruity,sweet,juicy,fruity|mango|tropical|sweet|resinous|peach,curated-2026;tgsc;chem-lit,lime juice|chili powder|coconut cream|cilantro,terpinolene-resin tropical; the lime-chile and coconut axis,"dominant=terpinolene, (Z)-ocimene, esters"
banana,fruity,sweet,smooth,fruity|banana|sweet|creamy|tropical|ester,curated-2026;tgsc;chem-lit,cane sugar|walnut|whipped cream|caramel sauce,"isoamyl-acetate ester; the walnut, caramel and bread partner","dominant=isoamyl acetate, eugenol; CIDs: eugenol=3314, isoamyl acetate=31276"
coconut,fatty,sweet,,coconut|sweet|creamy|tropical|lactonic|nutty,curated-2026;tgsc;chem-lit,coconut cream|unsweetened coconut milk|cane sugar|pineapple,lactone creaminess; the tropical-curry and dessert partner,"dominant=gamma-nonalactone, gamma-octalactone; CIDs: gamma-nonalactone=7710"
papaya,fruity,sweet,smooth,fruity|papaya|tropical|musky|sweet|melon,curated-2026;tgsc;chem-lit,lime juice|mango|coconut cream|chili powder,musky ester tropical; lime and chile cut its softness,"dominant=linalool, benzyl isothiocyanate, esters; CIDs: linalool=6549"
lychee,fruity,sweet,juicy,fruity|lychee|floral|rose|sweet|tropical,curated-2026;tgsc;chem-lit,cane sugar|simple syrup|rose|ginger paste,rose-oxide floral fruit; pairs with rose and ginger,"dominant=geraniol, cis-rose oxide; CIDs: geraniol=637566"
guava,fruity,sweet|sour,,fruity|guava|tropical|musky|sweet|sulfury,curated-2026;tgsc;chem-lit,cane sugar|lime juice|light cream cheese|chili powder,sulfur-ester tropical; the cream-cheese pastry and chile partner,"dominant=esters, (Z)-3-hexenal, sulfur thiols; CIDs: (z)-3-hexenal=643941"
kiwi,fruity,sour|sweet,juicy,fruity|kiwi|green|tart|fresh|grassy,curated-2026;tgsc;chem-lit,cane sugar|strawberry|lime juice|simple syrup,green-tart fruit; berry and citrus partner,"dominant=(E)-2-hexenal, ethyl butanoate; CIDs: (e)-2-hexenal=5281168"
watermelon,fruity,sweet,juicy,fruity|watermelon|fresh|melon|watery|green,curated-2026;tgsc;chem-lit,mint|lime juice|cane sugar|cucumber,"nonadienal fresh-melon; mint, lime and feta foils","dominant=(Z,Z)-3,6-nonadienal, (E)-2-nonenal; CIDs: (e)-2-nonenal=5283335"
cantaloupe,fruity,sweet,juicy,fruity|melon|sweet|musky|fresh|floral,curated-2026;tgsc;chem-lit,mint|lime juice|cane sugar|ginger ale,musky-ester melon; the prosciutto and mint partner,"dominant=(Z)-6-nonenal, esters; CIDs: (z)-6-nonenal=5362720"
peach,fruity,sweet,juicy,fruity|peach|sweet|floral|juicy|lactonic,curated-2026;tgsc;chem-lit,cane sugar|bourbon|raspberry|whipped cream,gamma-decalactone stone fruit; bourbon and berry partner,"dominant=gamma-decalactone, benzaldehyde, linalool; CIDs: benzaldehyde=240, gamma-decalactone=12813, linalool=6549"
nectarine,fruity,sweet,juicy,fruity|nectarine|sweet|floral|juicy|peach,curated-2026;tgsc;chem-lit,peach|cane sugar|raspberry|whipped cream,peach without the fuzz; the same lactone-stone-fruit axis,"dominant=gamma-decalactone, esters; CIDs: gamma-decalactone=12813"
plum,fruity,sweet|sour,juicy,fruity|plum|sweet|tart|jammy|floral,curated-2026;tgsc;chem-lit,cane sugar|cinnamon|star anise|brandy,ester-benzaldehyde stone fruit; warm-spice and brandy partner,"dominant=esters, benzaldehyde, gamma-decalactone; CIDs: benzaldehyde=240, gamma-decalactone=12813"
cherry,fruity,sweet|sour,juicy,fruity|cherry|sweet|almond|tart|jammy,curated-2026;tgsc;chem-lit,cherry pie filling|almond extract|cane sugar|brandy,benzaldehyde links it to almond; the kirsch and chocolate partner,"dominant=benzaldehyde, eugenol, esters; CIDs: benzaldehyde=240, eugenol=3314"
blackcurrant,fruity,sour|sweet,,fruity|blackcurrant|tart|musky|sulfury|jammy,curated-2026;tgsc;chem-lit,cane sugar|raspberry|gin|lemon juice,catty thiol + berry; the cassis liqueur and gin partner,"dominant=4-MMP (thiol), esters, terpenes"
rhubarb,green,sour|astringent,crisp,tart|green|stalky|astringent|fresh|sour,curated-2026;tgsc;chem-lit,cane sugar|strawberry|cinnamon|orange,oxalic-malic tartness; the strawberry and custard partner,"dominant=oxalic & malic acids, (Z)-3-hexenal; CIDs: (z)-3-hexenal=643941"
prune,fruity,sweet,,fruity|prune|deep|caramel|raisin|stewed,curated-2026;tgsc;chem-lit,brandy|cane sugar|cinnamon|raisin,stewed-fruit furaneol; armagnac and warm-spice partner,"dominant=furaneol, 3-methylbutanal, benzaldehyde; CIDs: benzaldehyde=240, furaneol=19309"
cranberry,fruity,sour|astringent,,fruity|cranberry|tart|astringent|fresh|red,curated-2026;tgsc;chem-lit,cranberry juice|cranberry sauce|orange|cane sugar,benzoic-acid tartness; orange and warm-spice partner,"dominant=benzoic & quinic acids, anthocyanins"
spinach,green,umami,,green|spinach|mineral|grassy|earthy|fresh,curated-2026;tgsc;chem-lit,extra-virgin olive oil|parmesan|garlic|nutmeg,"mineral green + glutamate; the cream, nutmeg and cheese partner","dominant=(Z)-3-hexenal, glutamate; CIDs: (z)-3-hexenal=643941, glutamate=33032"
kale,green,bitter,,green|kale|cabbage|earthy|bitter|mineral,curated-2026;tgsc;chem-lit,extra-virgin olive oil|garlic|lemon juice|parmesan,"glucosinolate-bitter green; lemon, oil and cheese tame it","dominant=glucosinolates, hexenals"
broccoli,green,umami,,green|broccoli|sulfurous|earthy|vegetal|fresh,curated-2026;tgsc;chem-lit,broccoli floret|cheddar cheese soup|garlic|dark sesame oil,glucosinolate sulfur-green; cheese and sesame partner,"dominant=glucosinolates, dimethyl trisulfide"
green bean,green,,crisp,green|bean|grassy|fresh|vegetal|snap,curated-2026;tgsc;chem-lit,extra-virgin olive oil|garlic|almond|sherry vinegar,hexenal snap-green; almond and shallot partner,"dominant=(Z)-3-hexenal, 1-octen-3-ol; CIDs: (z)-3-hexenal=643941, 1-octen-3-ol=18827"
pea,green,sweet,,green|pea|sweet|grassy|fresh|vegetal,curated-2026;tgsc;chem-lit,mint|chicken stock|sweet butter|sugar snap pea,pyrazine sweet-green; mint and butter partner,"dominant=3-isopropyl-2-methoxypyrazine, (Z)-3-hexenal; CIDs: (z)-3-hexenal=643941"
hummus,fatty,umami|sour,smooth,,curated-2026;tgsc;composite,tahini|garlic|lemon juice|extra-virgin olive oil|cumin powder,chickpea + tahini + garlic + lemon + oil,confidence=medium (composite)
tapenade,fatty,umami|bitter,smooth,,curated-2026;tgsc;composite,extra-virgin olive oil|garlic|flat-leaf parsley|lemon juice,olive + caper + anchovy + oil,confidence=medium (composite)
coffee,woody,bitter,,roasted|coffee|bitter|woody|smoky|caramel,curated-2026;tgsc;chem-lit,espresso powder|chocolate chip|cane sugar|coffee liqueur,furfurylthiol + pyrazines; the chocolate and caramel partner,"dominant=furans, pyrazines, furfurylthiol"
cocoa,woody,bitter,powdery,roasted|cocoa|bitter|chocolate|nutty|earthy,curated-2026;tgsc;chem-lit,unsweetened chocolate|espresso powder|cane sugar|milk chocolate,pyrazine roast + theobromine; the coffee and sugar partner,"dominant=pyrazines, 2-phenylethylamine, theobromine"
dark chocolate,woody,bitter|sweet,smooth,cocoa|roasted|bitter|fruity|woody|rich,curated-2026;tgsc;chem-lit,unsweetened chocolate|semi-sweet chocolate|espresso powder|raspberry,high-cocoa pyrazine-fruit; coffee and berry partner,"dominant=pyrazines, esters"
miso,woody,umami,smooth,savory|fermented|umami|nutty|salty|earthy,curated-2026;tgsc;chem-lit,dark sesame oil|mirin|soya sauce|firm tofu,"glutamate + furanone; the dashi, glaze and dressing base","dominant=glutamate, pyrazines, furanones; CIDs: glutamate=33032"
soy sauce,woody,umami,,savory|umami|fermented|salty|roasted|malty,curated-2026;tgsc;chem-lit,mirin|dark sesame oil|rice vinegar|ginger paste,glutamate + HEMF furanone; the East-Asian umami spine (was never a node),"dominant=glutamate, HEMF furanone; CIDs: glutamate=33032"
fish sauce,woody,umami,,savory|fermented|umami|funky|salty|marine,curated-2026;tgsc;chem-lit,lime juice|palm sugar|red curry|lemongrass,glutamate + amines; the SE-Asian salt-umami spine (was never a node),"dominant=glutamate, volatile amines; CIDs: glutamate=33032"
oyster sauce,woody,umami|sweet,smooth,savory|umami|sweet|marine|caramel|salty,curated-2026;tgsc;chem-lit,dark sesame oil|soya sauce|sugar snap pea|baby corn,glutamate + nucleotides; the stir-fry glaze partner,"dominant=glutamate, nucleotides; CIDs: glutamate=33032"
worcestershire sauce,woody,umami|sour,,savory|umami|tangy|fermented|spicy|malty,curated-2026;tgsc;chem-lit,steak sauce|beef stock|tabasco sauce|tomato ketchup,tamarind-anchovy umami-tang; the marinade and bloody-mary partner,"dominant=glutamate, tamarind acids; CIDs: glutamate=33032"
anchovy,woody,umami,,savory|umami|fishy|fermented|salty|marine,curated-2026;tgsc;chem-lit,extra-virgin olive oil|garlic|parmesan|lemon juice,"glutamate + inosinate; the Caesar, puttanesca and tapenade base","dominant=glutamate, inosinate, amines; CIDs: glutamate=33032, inosinate=8582"
caper,green,sour,,briny|tangy|floral|green|pungent|pickled,curated-2026;tgsc;chem-lit,lemon juice|extra-virgin olive oil|flat-leaf parsley|white fish,isothiocyanate-brine; the piccata and tapenade partner,"dominant=rutin, methyl isothiocyanate"
olive,fatty,bitter,,fruity|olive|bitter|briny|green|peppery,curated-2026;tgsc;chem-lit,extra-virgin olive oil|flat-leaf parsley|garlic|tomato,oleuropein bitter-fruit; the Mediterranean savory anchor,"dominant=oleuropein, (E)-2-hexenal; CIDs: (e)-2-hexenal=5281168"
nori,woody,umami,,marine|umami|seaweed|toasted|savory|briny,curated-2026;tgsc;chem-lit,dark sesame oil|rice vinegar|soya sauce|mirin,glutamate + dictyopterenes; the sushi and rice partner,"dominant=glutamate, dimethyl sulfide, dictyopterenes; CIDs: glutamate=33032"
bacon,fatty,umami,crisp,smoky|savory|fatty|umami|roasted|salty,curated-2026;tgsc;chem-lit,egg yolk|golden brown sugar|onion|romaine lettuce,"Maillard pyrazine + smoke guaiacol; the egg, maple and lettuce partner","dominant=pyrazines, furans, guaiacol; CIDs: guaiacol=460"
mozzarella,fatty,umami,smooth,milky|fresh|fatty|mild|lactic|creamy,curated-2026;tgsc;chem-lit,marinara sauce|tomato|basil|pizza sauce,lactic-diacetyl milk; the tomato-basil and pizza spine (was never a node),"dominant=lactic acid, diacetyl"
ricotta,fatty,sweet,smooth,milky|sweet|fresh|mild|creamy|lactic,curated-2026;tgsc;chem-lit,lasagna noodle|marinara sauce|spinach|parmesan,lactose-sweet fresh curd; the lasagna and cannoli partner,"dominant=lactose, lactic acid"
feta,fatty,sour|umami,crumbly,tangy|salty|milky|sheep|lactic|briny,curated-2026;tgsc;chem-lit,extra-virgin olive oil|olive|tomato|watermelon,lipolytic tang-brine; the Greek-salad and watermelon partner,"dominant=lactic acid, free fatty acids"
